Value,Synonyms
Entrepreneur,"entrepreneur, entrepreneurs"
Executive,"executive, executives"
Explorer,"explorer, explorers"
Exporter,"exporter, exporters"
Exterminator,"exterminator, exterminators"
Falconer,"falconer, falconers"
Farmer,"farmer, farmers"
FashionDesigner,"fashion designer, fashion designers"
FashionModel,"fashion model, fashion models"
Financier,"financier, financiers"
Firefighter,"firefighter, firefighters"
Fireman,"fireman, firemen"
Fisherman,"fisherman, fishermen"
Flutist,"flutist, flutists"
FootballPlayer,"football player, football players"
Foreman,"foreman, foremen"
GameDesigner,"game designer, game designers"
GarbageMan,"garbage man, garbage men"
Gardener,"gardener, gardeners"
Gatherer,"gatherer, gatherers"
Gemcutter,"gemcutter, gemcutters"
General,"general, generals"
Geneticist,"geneticist, geneticists"
Geographer,"geographer, geographers"
Geologist,"geologist, geologists"
Golfer,"golfer, golfers"
Governor,"governor, governors"
Grocer,"grocer, grocers"
Guide,"guide, guides"
Hairdresser,"hairdresser, hairdressers"
Handyman,"handyman, handymen"
Harpist,"harpist, harpists"
HighwayPatrolman,"highway patrolman, highway patrolmen"
Hobo,"hobo, hobos"
Hunter,"hunter, hunters"
Illustrator,"illustrator, illustrators"
Importer,"importer, importers"
Instructor,"instructor, instructors"
Intern,"intern, interns"
Internist,"internist, internists"
Interpreter,"interpreter, interpreters"
Inventor,"inventor, inventors"
Investigator,"investigator, investigators"
Jailer,"jailer, jailers"
Janitor,"janitor, janitors"
Jester,"jester, jesters"
Jeweler,"jeweler, jewelers"
Jockey,"jockey, jockeys"
Journalist,"journalist, journalists"
Judge,"judge, judges"
KarateTeacher,"karate teacher, karate teachers"
Laborer,"laborer, laborers"
Landlord,"landlord, landlords"
Landscaper,"landscaper, landscapers"
Laundress,"laundress, laundresses"
Lawyer,"lawyer, lawyers"
Lecturer,"lecturer, lecturers"
LegalAide,"legal aide, legal aides"
Librarian,"librarian, librarians"
Librettist,"librettist, librettists"
Lifeguard,"lifeguard, lifeguards"
Linguist,"linguist, linguists"
Lobbyist,"lobbyist, lobbyists"
Locksmith,"locksmith, locksmiths"
Lyricist,"lyricist, lyricists"
Magician,"magician, magicians"
Maid,"maid, maids"
MailCarrier,"mail carrier, mail carriers"
MailWoman,"mail woman, mail women"
Mailman,"mailman, mailmen"
Manager,"manager, managers"
Manufacturer,"manufacturer, manufacturers"
Marine,"marine, marines"
Marketer,"marketer, marketers"
Mason,"mason, masons"
Mathematician,"mathematician, mathematicians"
Mayor,"mayor, mayors"
Mechanic,"mechanic, mechanics"
Messenger,"messenger, messengers"
Midwife,"midwife, midwives"
Miner,"miner, miners"
Model,"model, models"
Monk,"monk, monks"
MovieExtra,"movie extra, movie extras"
Muralist,"muralist, muralists"
Musician,"musician, musicians"
Navigator,"navigator, navigators"
Negotiator,"negotiator, negotiators"
Notary,"notaries, notary"
Novelist,"novelist, novelists"
Nun,"nun, nuns"
Nurse,"nurse, nurses"
Oboist,"oboist, oboists"
Operator,"operator, operators"
Ophthalmologist,"ophthalmologist, ophthalmologists"
Optician,"optician, opticians"
Oracle,"oracle, oracles"
Orderly,"orderlies, orderly"
Ornithologist,"ornithologist, ornithologists"
Painter,"painter, painters"
Paleontologist,"paleontologist, paleontologists"
Paralegal,"paralegal, paralegals"
ParkRanger,"park ranger, park rangers"
Pathologist,"pathologist, pathologists"
Pawnbroker,"pawnbroker, pawnbrokers"
Peddler,"peddler, peddlers"
Pediatrician,"pediatrician, pediatricians"
Percussionist,"percussionist, percussionists"
Performer,"performer, performers"
PersonalTrainer,"personal trainer, personal trainers"
Pharmacist,"pharmacist, pharmacists"
Philanthropist,"philanthropist, philanthropists"
Philosopher,"philosopher, philosophers"
Photographer,"photographer, photographers"
Physician,"physician, physicians"
Physicist,"physicist, physicists"
Pianist,"pianist, pianists"
Pilot,"pilot, pilots"
Pitcher,"pitcher, pitchers"
Plumber,"plumber, plumbers"
Poet,"poet, poets"
Police,police
PoliceOfficer,"police officer, police officers"
Policeman,"policeman, policemen"
Policewoman,"policewoman, policewomen"
Politician,"politician, politicians"
President,"president, presidents"
Prince,"prince, princes"
Princess,"princess, princesses"
Principal,"principal, principals"
Private,"private, privates"
PrivateDetective,"private detective, private detectives"
Producer,"producer, producers"
Professor,"professor, professors"
Programmer,"programmer, programmers"
Psychiatrist,"psychiatrist, psychiatrists"
Psychologist,"psychologist, psychologists"
Publisher,"publisher, publishers"
Quarterback,"quarterback, quarterbacks"
Quilter,"quilter, quilters"
Radiologist,"radiologist, radiologists"
Rancher,"rancher, ranchers"
Ranger,"ranger, rangers"
RealEstateAgent,"real estate agent, real estate agents"
Receptionist,"receptionist, receptionists"
Referee,"referee, referees"
Registrar,"registrar, registrars"
Reporter,"reporter, reporters"
Representative,"representative, representatives"
Researcher,"researcher, researchers"
Restauranteur,"restauranteur, restauranteurs"
Retailer,"retailer, retailers"
Retiree,"retiree, retirees"
Sailor,"sailor, sailors"
Salesperson,"salespeople, salesperson"
Samurai,"samurai, samurais"
Saxophonist,"saxophonist, saxophonists"
Scholar,"scholar, scholars"
Scientist,"scientist, scientists"
Scout,"scout, scouts"
ScubaDiver,"scuba diver, scuba divers"
Seamstress,"seamstress, seamstresses"
SecurityGuard,"security guard, security guards"
Senator,"senator, senators"
Sheriff,"sheriff, sheriffs"
Singer,"singer, singers"
Smith,"smith, smiths"
Socialite,"socialite, socialites"
Soldier,"soldier, soldiers"
Spy,"spies, spy"
Star,"star, stars"
Statistician,"statistician, statisticians"
Stockbroker,"stockbroker, stockbrokers"
StreetSweeper,"street sweeper, street sweepers"
Student,"student, students"
Surgeon,"surgeon, surgeons"
Surveyor,"surveyor, surveyors"
Swimmer,"swimmer, swimmers"
Tailor,"tailor, tailors"
TaxCollector,"tax collector, tax collectors"
TaxiDriver,"taxi driver, taxi drivers"
Taxidermist,"taxidermist, taxidermists"
Teacher,"teacher, teachers"
Technician,"technician, technicians"
TennisPlayer,"tennis player, tennis players"
TestPilot,"test pilot, test pilots"
Tiler,"tiler, tilers"
Toolmaker,"toolmaker, toolmakers"
Trader,"trader, traders"
Trainer,"trainer, trainers"
Translator,"translator, translators"
TrashCollector,"trash collector, trash collectors"
TravelAgent,"travel agent, travel agents"
Treasurer,"treasurer, treasurers"
TruckDriver,"truck driver, truck drivers"
Tutor,"tutor, tutors"
Typist,"typist, typists"
Umpire,"umpire, umpires"
Undertaker,"undertaker, undertakers"
Usher,"usher, ushers"
Valet,"valet, valets"
Vet,"vet, vets"
Veteran,"veteran, veterans"
Veterinarian,"veterinarian, veterinarians"
Vicar,"vicar, vicars"
Violinist,"violinist, violinists"
Waiter,"waiter, waiters"
Waitress,"waitress, waitresses"
Warden,"warden, wardens"
Warrior,"warrior, warriors"
Watchmaker,"watchmaker, watchmakers"
Weaver,"weaver, weavers"
Welder,"welder, welders"
Woodcarver,"woodcarver, woodcarvers"
Workman,"workman, workmen"
Wrangler,"wrangler, wranglers"
Writer,"writer, writers"
Xylophonist,"xylophonist, xylophonists"
Yodeler,"yodeler, yodelers"
Zookeeper,"zookeeper, zookeepers"
Zoologist,"zoologist, zoologists"
